【#浙江宁波新增7例确诊#】浙江省宁波市通报：今天上午，宁波市北仑区通报1例新冠肺炎确诊病例以来，北仑区启动了大规模核酸检测工作。截至22时，北仑区又检出阳性感染者6例，均为在封控区内主动筛查发现，已被诊断为新冠肺炎确诊病例（轻型）。至此，宁波北仑本轮疫情已累计报告7例确诊病例。​展开全文c,国家应急广播,01月01日22:56 来自微博weibo.com,https://weibo.com/3349909324?refer_flag=1001030103_,4720963998454097,3349909324,刚才不是还6吗。怎么变7了,2022-01-01 22:58:21,995未来可期
【权威回复！放寒假了，#宁夏区外学生返宁需要隔离吗？#】近日，全国各地高校按照“一地一策、一校一策”原则安排学生放假时间，不少学生及家长产生疑惑：返宁需要隔离吗？隔离相关费用是自己承担吗？记者来到自治区应对新冠肺炎疫情工作指挥部，向隔离管理工作专班工作人员郝鹏求证。　　问题​展开全文c,新消息报,01月18日22:53 来自HUAWEIP40Pro5G,https://weibo.com/1882632930?refer_flag=1001030103_,4727123761694501,1882632930,西安的低风险不叫低风险吗？,2022-01-19 17:07:36,淼淼_LI
【权威回复！放寒假了，#宁夏区外学生返宁需要隔离吗？#】近日，全国各地高校按照“一地一策、一校一策”原则安排学生放假时间，不少学生及家长产生疑惑：返宁需要隔离吗？隔离相关费用是自己承担吗？记者来到自治区应对新冠肺炎疫情工作指挥部，向隔离管理工作专班工作人员郝鹏求证。　　问题​展开全文c,新消息报,01月18日22:53 来自HUAWEIP40Pro5G,https://weibo.com/1882632930?refer_flag=1001030103_,4727123761694501,1882632930,不错了至少隔离免费，很多地方隔离费就出不起,2022-01-20 13:58:46,帅气的小小子123
【权威回复！放寒假了，#宁夏区外学生返宁需要隔离吗？#】近日，全国各地高校按照“一地一策、一校一策”原则安排学生放假时间，不少学生及家长产生疑惑：返宁需要隔离吗？隔离相关费用是自己承担吗？记者来到自治区应对新冠肺炎疫情工作指挥部，向隔离管理工作专班工作人员郝鹏求证。　　问题​展开全文c,新消息报,01月18日22:53 来自HUAWEIP40Pro5G,https://weibo.com/1882632930?refer_flag=1001030103_,4727123761694501,1882632930,低风险还要7+7 真会防疫[二哈],2022-01-19 17:03:48,羅羅羅羅羅一一
【权威回复！放寒假了，#宁夏区外学生返宁需要隔离吗？#】近日，全国各地高校按照“一地一策、一校一策”原则安排学生放假时间，不少学生及家长产生疑惑：返宁需要隔离吗？隔离相关费用是自己承担吗？记者来到自治区应对新冠肺炎疫情工作指挥部，向隔离管理工作专班工作人员郝鹏求证。　　问题​展开全文c,新消息报,01月18日22:53 来自HUAWEIP40Pro5G,https://weibo.com/1882632930?refer_flag=1001030103_,4727123761694501,1882632930,都是底风险了，为什么还要7+7,2022-01-19 00:20:35,Exile11896
【权威回复！放寒假了，#宁夏区外学生返宁需要隔离吗？#】近日，全国各地高校按照“一地一策、一校一策”原则安排学生放假时间，不少学生及家长产生疑惑：返宁需要隔离吗？隔离相关费用是自己承担吗？记者来到自治区应对新冠肺炎疫情工作指挥部，向隔离管理工作专班工作人员郝鹏求证。　　问题​展开全文c,新消息报,01月18日22:53 来自HUAWEIP40Pro5G,https://weibo.com/1882632930?refer_flag=1001030103_,4727123761694501,1882632930,我18号刚从西安低风险区回来还是7天集中隔离7天居家隔离，19号晚上政策就改了,2022-01-20 04:39:24,尼古拉斯海洋
我好烦啊！！我为什么要在这里写一些新冠疫情的solution！我真是自己给自己找不痛快😇😇😇carbonemission他不香吗😇😇我想看小花园呜呜呜呜​,星星和月亮一起闪耀y,01月18日22:51 来自🐱🐶iPhone13Pro,https://weibo.com/1080084270?refer_flag=1001030103_,4727123270700913,1080084270,柾事说。。都已经这个年头了。。新冠疫情他妈有solution吗😇😇😇,01月18日 22:53,星星和月亮一起闪耀y
我好烦啊！！我为什么要在这里写一些新冠疫情的solution！我真是自己给自己找不痛快😇😇😇carbonemission他不香吗😇😇我想看小花园呜呜呜呜​,星星和月亮一起闪耀y,01月18日22:51 来自🐱🐶iPhone13Pro,https://weibo.com/1080084270?refer_flag=1001030103_,4727123270700913,1080084270,柾事说。。都已经这个年头了。。新冠疫情他妈有solution吗😇😇😇,2022-01-18 22:53:51,星星和月亮一起闪耀y
#西安交大一学生私自驾车离校至成都#这场西安疫情看出了，新冠并不可怕，丑陋的人性才可怕，国家说不能一刀切，西安这些政府就是一刀切，就说我住这电子街道，做了有三十多次核酸了还不能证明我这一栋楼感染没感染吗？这就是西安政府，这就是所谓一线政府，西安交大学生驾车成都这一事件，说明了西安​展开全文c,一首无题的歌,01月18日22:47 来自HarmonyOS设备,https://weibo.com/6008855814?refer_flag=1001030103_,4727122343494694,6008855814,行了吧，西安哪有电子街道，还30多次核酸，封城都没一个月，外地人撒谎都不会撒,01月19日 00:44,樱吹雪殇
#西安交大一学生私自驾车离校至成都#这场西安疫情看出了，新冠并不可怕，丑陋的人性才可怕，国家说不能一刀切，西安这些政府就是一刀切，就说我住这电子街道，做了有三十多次核酸了还不能证明我这一栋楼感染没感染吗？这就是西安政府，这就是所谓一线政府，西安交大学生驾车成都这一事件，说明了西安​展开全文c,一首无题的歌,01月18日22:47 来自HarmonyOS设备,https://weibo.com/6008855814?refer_flag=1001030103_,4727122343494694,6008855814,西安政府是希望我回家的，家里政府一刀切所以回不去。,01月18日 23:11,雨打落的叶子一样很有诗意
#西安交大一学生私自驾车离校至成都#这场西安疫情看出了，新冠并不可怕，丑陋的人性才可怕，国家说不能一刀切，西安这些政府就是一刀切，就说我住这电子街道，做了有三十多次核酸了还不能证明我这一栋楼感染没感染吗？这就是西安政府，这就是所谓一线政府，西安交大学生驾车成都这一事件，说明了西安​展开全文c,一首无题的歌,01月18日22:47 来自HarmonyOS设备,https://weibo.com/6008855814?refer_flag=1001030103_,4727122343494694,6008855814,我斗胆理解一下，你的意思是他偷偷跑了是被逼的[疑问][疑问],2022-01-18 22:57:21,菠萝奶泡碎碎冰
#西安交大一学生私自驾车离校至成都#这场西安疫情看出了，新冠并不可怕，丑陋的人性才可怕，国家说不能一刀切，西安这些政府就是一刀切，就说我住这电子街道，做了有三十多次核酸了还不能证明我这一栋楼感染没感染吗？这就是西安政府，这就是所谓一线政府，西安交大学生驾车成都这一事件，说明了西安​展开全文c,一首无题的歌,01月18日22:47 来自HarmonyOS设备,https://weibo.com/6008855814?refer_flag=1001030103_,4727122343494694,6008855814,行了吧，西安哪有电子街道，还30多次核酸，封城都没一个月，外地人撒谎都不会撒,2022-01-19 00:44:06,樱吹雪殇
#西安交大一学生私自驾车离校至成都#这场西安疫情看出了，新冠并不可怕，丑陋的人性才可怕，国家说不能一刀切，西安这些政府就是一刀切，就说我住这电子街道，做了有三十多次核酸了还不能证明我这一栋楼感染没感染吗？这就是西安政府，这就是所谓一线政府，西安交大学生驾车成都这一事件，说明了西安​展开全文c,一首无题的歌,01月18日22:47 来自HarmonyOS设备,https://weibo.com/6008855814?refer_flag=1001030103_,4727122343494694,6008855814,西安政府是希望我回家的，家里政府一刀切所以回不去。,2022-01-18 23:11:50,雨打落的叶子一样很有诗意
#西安交大一学生私自驾车离校至成都#这场西安疫情看出了，新冠并不可怕，丑陋的人性才可怕，国家说不能一刀切，西安这些政府就是一刀切，就说我住这电子街道，做了有三十多次核酸了还不能证明我这一栋楼感染没感染吗？这就是西安政府，这就是所谓一线政府，西安交大学生驾车成都这一事件，说明了西安​展开全文c,一首无题的歌,01月18日22:47 来自HarmonyOS设备,https://weibo.com/6008855814?refer_flag=1001030103_,4727122343494694,6008855814,你能不能了解下情况再发言，港村早已解封，单人单间，吃饭不愁，马上就能回了，他再有急事也应该先请假不是吗？,2022-01-18 23:57:49,裴茹夫人
#西安交大一学生私自驾车离校至成都#这场西安疫情看出了，新冠并不可怕，丑陋的人性才可怕，国家说不能一刀切，西安这些政府就是一刀切，就说我住这电子街道，做了有三十多次核酸了还不能证明我这一栋楼感染没感染吗？这就是西安政府，这就是所谓一线政府，西安交大学生驾车成都这一事件，说明了西安​展开全文c,一首无题的歌,01月18日22:47 来自HarmonyOS设备,https://weibo.com/6008855814?refer_flag=1001030103_,4727122343494694,6008855814,西交大港务区马上就放假了，等不了吗？而且他回成都也没有遵守成都的防疫政策，你意思也是怪成都政府管理不足了,2022-01-19 09:46:21,哎呦呦呀啊阿啊
【#江苏兴化境外输入无症状感染者发声#】1月18日，江苏泰州兴化通报新增1例境外输入无症状感染者，系在解除集中隔离后规范管理中发现。该名感染者吴先生表示，他在刚果做木工已4年没回家，于2021年12月16日入境天津并隔离14天，之后坐动车前往泰州，被接至兴化隔离14天。吴先生说，回国时他一路都穿着​展开全文c,文教艺在线,01月18日22:47 来自中国发布超话,https://weibo.com/5592704247?refer_flag=1001030103_,4727122247817187,5592704247,搞得现在兴化人想回家也回不去了[微笑],2022-01-18 23:37:17,Quiet且revenge
【最新！西安市3个中风险地区调整为低风险地区】截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自2022年1月18日起，​展开全文c,陕西日报,01月18日22:46 来自360安全浏览器,https://weibo.com/3204836204?refer_flag=1001030103_,4727122054088664,3204836204,丈八街道求求你了已经陪跑27天了,01月18日 23:03,李柠檬不要薛定谔的猫
【最新！西安市3个中风险地区调整为低风险地区】截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自2022年1月18日起，​展开全文c,陕西日报,01月18日22:46 来自360安全浏览器,https://weibo.com/3204836204?refer_flag=1001030103_,4727122054088664,3204836204,小寨路到底干啥了🆘,01月19日 17:35,ytyaoao
【最新！西安市3个中风险地区调整为低风险地区】截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自2022年1月18日起，​展开全文c,陕西日报,01月18日22:46 来自360安全浏览器,https://weibo.com/3204836204?refer_flag=1001030103_,4727122054088664,3204836204,长延堡！我们陪跑多久了！,01月19日 15:58,北音执念622
【最新！西安市3个中风险地区调整为低风险地区】截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自2022年1月18日起，​展开全文c,陕西日报,01月18日22:46 来自360安全浏览器,https://weibo.com/3204836204?refer_flag=1001030103_,4727122054088664,3204836204,太棒了，再探，再探,01月18日 22:49,价格厚道的小米儿
【最新！西安市3个中风险地区调整为低风险地区】截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自2022年1月18日起，​展开全文c,陕西日报,01月18日22:46 来自360安全浏览器,https://weibo.com/3204836204?refer_flag=1001030103_,4727122054088664,3204836204,终于低风险啦[打call],2022-01-18 23:24:27,关灬心
【最新！西安市3个中风险地区调整为低风险地区】截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自2022年1月18日起，​展开全文c,陕西日报,01月18日22:46 来自360安全浏览器,https://weibo.com/3204836204?refer_flag=1001030103_,4727122054088664,3204836204,丈八街道求求你了 已经陪跑27天了[泪],2022-01-18 23:03:10,李柠檬不要薛定谔的猫
【最新！西安市3个中风险地区调整为低风险地区】截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自2022年1月18日起，​展开全文c,陕西日报,01月18日22:46 来自360安全浏览器,https://weibo.com/3204836204?refer_flag=1001030103_,4727122054088664,3204836204,太好了 三桥低风险了,2022-01-18 22:56:55,阿千的芒果
【最新！西安市3个中风险地区调整为低风险地区】截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自2022年1月18日起，​展开全文c,陕西日报,01月18日22:46 来自360安全浏览器,https://weibo.com/3204836204?refer_flag=1001030103_,4727122054088664,3204836204,小寨路到底干啥了🆘,2022-01-19 17:35:11,ytyaoao
【最新！西安市3个中风险地区调整为低风险地区】截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自2022年1月18日起，​展开全文c,陕西日报,01月18日22:46 来自360安全浏览器,https://weibo.com/3204836204?refer_flag=1001030103_,4727122054088664,3204836204,长延堡[泪]！我们陪跑多久了！,2022-01-19 15:58:44,北音执念622
【最新！西安市3个中风险地区调整为低风险地区】截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自2022年1月18日起，​展开全文c,陕西日报,01月18日22:46 来自360安全浏览器,https://weibo.com/3204836204?refer_flag=1001030103_,4727122054088664,3204836204,高新区速速,2022-01-18 22:48:12,Sssurprisingly
【最新！西安市3个中风险地区调整为低风险地区】截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自2022年1月18日起，​展开全文c,陕西日报,01月18日22:46 来自360安全浏览器,https://weibo.com/3204836204?refer_flag=1001030103_,4727122054088664,3204836204,高新区疫情防控指挥部电话要么通话中要么无人接听，请问有人遇到这种情况嘛，还是说这个电话不是24小时的,2022-03-09 09:18:30,电子厂流水线组长
【最新！西安市3个中风险地区调整为低风险地区】截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自2022年1月18日起，​展开全文c,陕西日报,01月18日22:46 来自360安全浏览器,https://weibo.com/3204836204?refer_flag=1001030103_,4727122054088664,3204836204,太棒了，再探，再探[打call][打call][打call],2022-01-18 22:49:45,价格厚道的小米儿
快讯：日本新增新冠确诊病例3万2200例，创历史新高；新增死亡病例10例，也是东京奥运会德尔塔疫情过后的新高。提醒一下，日本8月份德尔塔Delta疫情高峰时期，有超过4100例的超额死亡记录，但并没有在当时日本官方每日通报的新冠疫情死亡数字中。​,鼎盛风清,01月18日22:46 来自鸿蒙HarmonyOS设备,https://weibo.com/2204116410?refer_flag=1001030103_,4727122029707878,2204116410,提醒一下，日本8月份德尔塔Delta疫情高峰时期，有超过4100例的超额死亡记录，但并没有在当时日本官方每日通报的新冠疫情死亡数字中。,01月18日 23:00,鼎盛风清
快讯：日本新增新冠确诊病例3万2200例，创历史新高；新增死亡病例10例，也是东京奥运会德尔塔疫情过后的新高。提醒一下，日本8月份德尔塔Delta疫情高峰时期，有超过4100例的超额死亡记录，但并没有在当时日本官方每日通报的新冠疫情死亡数字中。​,鼎盛风清,01月18日22:46 来自鸿蒙HarmonyOS设备,https://weibo.com/2204116410?refer_flag=1001030103_,4727122029707878,2204116410,看死亡年龄中位数,01月18日 22:55,妍魔王2021
快讯：日本新增新冠确诊病例3万2200例，创历史新高；新增死亡病例10例，也是东京奥运会德尔塔疫情过后的新高。提醒一下，日本8月份德尔塔Delta疫情高峰时期，有超过4100例的超额死亡记录，但并没有在当时日本官方每日通报的新冠疫情死亡数字中。​,鼎盛风清,01月18日22:46 来自鸿蒙HarmonyOS设备,https://weibo.com/2204116410?refer_flag=1001030103_,4727122029707878,2204116410,提醒一下，日本8月份德尔塔Delta疫情高峰时期，有超过4100例的超额死亡记录，但并没有在当时日本官方每日通报的新冠疫情死亡数字中。,2022-01-18 23:00:59,鼎盛风清
快讯：日本新增新冠确诊病例3万2200例，创历史新高；新增死亡病例10例，也是东京奥运会德尔塔疫情过后的新高。提醒一下，日本8月份德尔塔Delta疫情高峰时期，有超过4100例的超额死亡记录，但并没有在当时日本官方每日通报的新冠疫情死亡数字中。​,鼎盛风清,01月18日22:46 来自鸿蒙HarmonyOS设备,https://weibo.com/2204116410?refer_flag=1001030103_,4727122029707878,2204116410,看日本的官方数据，会以为世界上其他国家都在搞诈骗。哪里有瘟疫？胡扯[允悲],2022-01-18 23:04:24,千蔚苍穹
快讯：日本新增新冠确诊病例3万2200例，创历史新高；新增死亡病例10例，也是东京奥运会德尔塔疫情过后的新高。提醒一下，日本8月份德尔塔Delta疫情高峰时期，有超过4100例的超额死亡记录，但并没有在当时日本官方每日通报的新冠疫情死亡数字中。​,鼎盛风清,01月18日22:46 来自鸿蒙HarmonyOS设备,https://weibo.com/2204116410?refer_flag=1001030103_,4727122029707878,2204116410,日本的数据也是存疑的,2022-01-18 23:10:09,朝夕夜暮
快讯：日本新增新冠确诊病例3万2200例，创历史新高；新增死亡病例10例，也是东京奥运会德尔塔疫情过后的新高。提醒一下，日本8月份德尔塔Delta疫情高峰时期，有超过4100例的超额死亡记录，但并没有在当时日本官方每日通报的新冠疫情死亡数字中。​,鼎盛风清,01月18日22:46 来自鸿蒙HarmonyOS设备,https://weibo.com/2204116410?refer_flag=1001030103_,4727122029707878,2204116410,日本新冠病人都是死在家里，不会统计。,2022-01-19 12:47:51,潜水铅笔
快讯：日本新增新冠确诊病例3万2200例，创历史新高；新增死亡病例10例，也是东京奥运会德尔塔疫情过后的新高。提醒一下，日本8月份德尔塔Delta疫情高峰时期，有超过4100例的超额死亡记录，但并没有在当时日本官方每日通报的新冠疫情死亡数字中。​,鼎盛风清,01月18日22:46 来自鸿蒙HarmonyOS设备,https://weibo.com/2204116410?refer_flag=1001030103_,4727122029707878,2204116410,目前的日本也是个很好的观察对象，没有那么多反疫苗的、没有太多既往感染，纯疫苗对线omicron,2022-01-18 22:56:05,houjun809
快讯：日本新增新冠确诊病例3万2200例，创历史新高；新增死亡病例10例，也是东京奥运会德尔塔疫情过后的新高。提醒一下，日本8月份德尔塔Delta疫情高峰时期，有超过4100例的超额死亡记录，但并没有在当时日本官方每日通报的新冠疫情死亡数字中。​,鼎盛风清,01月18日22:46 来自鸿蒙HarmonyOS设备,https://weibo.com/2204116410?refer_flag=1001030103_,4727122029707878,2204116410,看死亡年龄中位数[疑问],2022-01-18 22:55:57,妍魔王2021
快讯：日本新增新冠确诊病例3万2200例，创历史新高；新增死亡病例10例，也是东京奥运会德尔塔疫情过后的新高。提醒一下，日本8月份德尔塔Delta疫情高峰时期，有超过4100例的超额死亡记录，但并没有在当时日本官方每日通报的新冠疫情死亡数字中。​,鼎盛风清,01月18日22:46 来自鸿蒙HarmonyOS设备,https://weibo.com/2204116410?refer_flag=1001030103_,4727122029707878,2204116410,检测盒大卖，就说明他们疫情数据不真实,2022-01-18 23:09:50,一半与二分之一
快讯：日本新增新冠确诊病例3万2200例，创历史新高；新增死亡病例10例，也是东京奥运会德尔塔疫情过后的新高。提醒一下，日本8月份德尔塔Delta疫情高峰时期，有超过4100例的超额死亡记录，但并没有在当时日本官方每日通报的新冠疫情死亡数字中。​,鼎盛风清,01月18日22:46 来自鸿蒙HarmonyOS设备,https://weibo.com/2204116410?refer_flag=1001030103_,4727122029707878,2204116410,死亡率不高？,2022-01-18 22:53:27,小巫师师
【#西安市3个中风险地区调整为低风险地区#】#西安战疫众志成城#截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自20​展开全文c,西安发布,01月18日22:45,https://weibo.com/3757167087?refer_flag=1001030103_,4727121795354750,3757167087,丈八街道加油,01月18日 23:16,是小袁同学吖
【#西安市3个中风险地区调整为低风险地区#】#西安战疫众志成城#截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自20​展开全文c,西安发布,01月18日22:45,https://weibo.com/3757167087?refer_flag=1001030103_,4727121795354750,3757167087,终于,01月18日 23:10,qing在一起
【#西安市3个中风险地区调整为低风险地区#】#西安战疫众志成城#截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自20​展开全文c,西安发布,01月18日22:45,https://weibo.com/3757167087?refer_flag=1001030103_,4727121795354750,3757167087,长安区加油,01月18日 23:15,我永远不想长大j
【#西安市3个中风险地区调整为低风险地区#】#西安战疫众志成城#截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自20​展开全文c,西安发布,01月18日22:45,https://weibo.com/3757167087?refer_flag=1001030103_,4727121795354750,3757167087,【#西安市3个中风险地区调整为低风险地区#】,01月18日 23:04,西安卫生健康
【#西安市3个中风险地区调整为低风险地区#】#西安战疫众志成城#截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自20​展开全文c,西安发布,01月18日22:45,https://weibo.com/3757167087?refer_flag=1001030103_,4727121795354750,3757167087,风险地区越来越少了，胜利就在不远处，西安加油！,01月19日 00:22,不喝露水的小公举
【#西安市3个中风险地区调整为低风险地区#】#西安战疫众志成城#截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自20​展开全文c,西安发布,01月18日22:45,https://weibo.com/3757167087?refer_flag=1001030103_,4727121795354750,3757167087,胜利就在眼前,01月18日 22:54,嗷嗷经典
【#西安市3个中风险地区调整为低风险地区#】#西安战疫众志成城#截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自20​展开全文c,西安发布,01月18日22:45,https://weibo.com/3757167087?refer_flag=1001030103_,4727121795354750,3757167087,终于低风险了,01月19日 00:05,建英Young
【#西安市3个中风险地区调整为低风险地区#】#西安战疫众志成城#截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自20​展开全文c,西安发布,01月18日22:45,https://weibo.com/3757167087?refer_flag=1001030103_,4727121795354750,3757167087,终于熬到低风险了,01月19日 00:04,建英Young
【#西安市3个中风险地区调整为低风险地区#】#西安战疫众志成城#截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自20​展开全文c,西安发布,01月18日22:45,https://weibo.com/3757167087?refer_flag=1001030103_,4727121795354750,3757167087,等了好久终于等到今天,01月18日 23:10,LLvnka
【#西安市3个中风险地区调整为低风险地区#】#西安战疫众志成城#截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自20​展开全文c,西安发布,01月18日22:45,https://weibo.com/3757167087?refer_flag=1001030103_,4727121795354750,3757167087,丈八街道加油[泪],2022-01-18 23:16:40,是小袁同学吖
【#西安市3个中风险地区调整为低风险地区#】#西安战疫众志成城#截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自20​展开全文c,西安发布,01月18日22:45,https://weibo.com/3757167087?refer_flag=1001030103_,4727121795354750,3757167087,终于[泪],2022-01-18 23:10:19,qing在一起
【#西安市3个中风险地区调整为低风险地区#】#西安战疫众志成城#截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自20​展开全文c,西安发布,01月18日22:45,https://weibo.com/3757167087?refer_flag=1001030103_,4727121795354750,3757167087,长安区加油,2022-01-18 23:15:20,我永远不想长大j
【#西安市3个中风险地区调整为低风险地区#】#西安战疫众志成城#截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自20​展开全文c,西安发布,01月18日22:45,https://weibo.com/3757167087?refer_flag=1001030103_,4727121795354750,3757167087,【#西安市3个中风险地区调整为低风险地区#】,2022-01-18 23:04:02,西安卫生健康
【#西安市3个中风险地区调整为低风险地区#】#西安战疫众志成城#截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自20​展开全文c,西安发布,01月18日22:45,https://weibo.com/3757167087?refer_flag=1001030103_,4727121795354750,3757167087,风险地区越来越少了，胜利就在不远处，西安加油！,2022-01-19 00:22:36,不喝露水的小公举
【#西安市3个中风险地区调整为低风险地区#】#西安战疫众志成城#截至2022年1月18日，高新区细柳街道、高新区鱼化寨街道、西咸新区沣东新城三桥街道近14天内无新增本地病例和聚集性疫情。根据国务院联防联控机制关于分区分级防控工作要求和市专家组综合评估，经西安市新冠肺炎疫情防控指挥部同意，自20​展开全文c,西安发布,01月18日22:45,https://weibo.com/3757167087?refer_flag=1001030103_,4727121795354750,3757167087,胜利就在眼前,2022-01-18 22:54:16,嗷嗷经典
