转发微博,易学伏明奇,2020年01月02日06:59 来自Android客户端,https://weibo.com/2812969717?refer_flag=1001030103_,4456179989935529,2812969717,持续互动,2020-01-02 07:03:42,人脉妈妈
【早间天气】早安！今天是大年二十八咯！“年廿八，洗邋遢”啦小伙伴们趁着今天给家里来个大扫除吧不过今明两天潮湿多雾，洗了厚衣服的菜菜要及时把衣物烘干以免滋生病菌哦预计今天白天到夜间，全市阴天间多云，早晚有轻雾，局部有零星小雨。清远市区，阴天到多云，局部有零星​展开c,清远天气,2020年01月22日06:59 来自360安全浏览器,https://weibo.com/1950449202?refer_flag=1001030103_,4463427860371243,1950449202,今天感觉热了,2020-01-22 09:30:45,微微一瞪
【早间天气】早安！今天是大年二十八咯！“年廿八，洗邋遢”啦小伙伴们趁着今天给家里来个大扫除吧不过今明两天潮湿多雾，洗了厚衣服的菜菜要及时把衣物烘干以免滋生病菌哦预计今天白天到夜间，全市阴天间多云，早晚有轻雾，局部有零星小雨。清远市区，阴天到多云，局部有零星​展开c,清远天气,2020年01月22日06:59 来自360安全浏览器,https://weibo.com/1950449202?refer_flag=1001030103_,4463427860371243,1950449202,口罩😷 都脱销了,2020-01-22 08:50:47,一个_小西瓜ya
四川中医药局这个中药方子能预防呼吸道感染性疾病吗？现在传的漫天飞！国家卫健委已经及时的告知全国人民：中药板蓝根对防治新型肺炎无效。呼吸道感染性疾病基本都是病毒性的，这个能预防呼吸道感染性疾病的中药方子是否有效，希望国家有关部门及时表态，以免误导全国人民群众！科学的态度首先是谨慎​展开c,江上的路,2020年01月22日06:59 来自iPhone客户端,https://weibo.com/1225581992?refer_flag=1001030103_,4463427860373103,1225581992,人民日报是媒体尽管是官媒，四川中医药局发给人民日报的稿件转载不代表就是政府的认可。国家卫健委才是政府的卫生安全主管部门，这些重要的事情一定要听政府的。,2020年01月22日 09:13,江上的路
四川中医药局这个中药方子能预防呼吸道感染性疾病吗？现在传的漫天飞！国家卫健委已经及时的告知全国人民：中药板蓝根对防治新型肺炎无效。呼吸道感染性疾病基本都是病毒性的，这个能预防呼吸道感染性疾病的中药方子是否有效，希望国家有关部门及时表态，以免误导全国人民群众！科学的态度首先是谨慎​展开c,江上的路,2020年01月22日06:59 来自iPhone客户端,https://weibo.com/1225581992?refer_flag=1001030103_,4463427860373103,1225581992,笑死人，不能预防?你怎么会存在这个世界上?中国古代没有中医，现在还有人?,2020-01-22 13:45:48,轻风喝水听音乐
四川中医药局这个中药方子能预防呼吸道感染性疾病吗？现在传的漫天飞！国家卫健委已经及时的告知全国人民：中药板蓝根对防治新型肺炎无效。呼吸道感染性疾病基本都是病毒性的，这个能预防呼吸道感染性疾病的中药方子是否有效，希望国家有关部门及时表态，以免误导全国人民群众！科学的态度首先是谨慎​展开c,江上的路,2020年01月22日06:59 来自iPhone客户端,https://weibo.com/1225581992?refer_flag=1001030103_,4463427860373103,1225581992,人民日报是媒体尽管是官媒，四川中医药局发给人民日报的稿件转载不代表就是政府的认可。国家卫健委才是政府的卫生安全主管部门，这些重要的事情一定要听政府的。,2020-01-22 09:13:04,江上的路
四川中医药局这个中药方子能预防呼吸道感染性疾病吗？现在传的漫天飞！国家卫健委已经及时的告知全国人民：中药板蓝根对防治新型肺炎无效。呼吸道感染性疾病基本都是病毒性的，这个能预防呼吸道感染性疾病的中药方子是否有效，希望国家有关部门及时表态，以免误导全国人民群众！科学的态度首先是谨慎​展开c,江上的路,2020年01月22日06:59 来自iPhone客户端,https://weibo.com/1225581992?refer_flag=1001030103_,4463427860373103,1225581992,可是是人民日报发的啊,2020-01-22 08:54:41,盡在咫尺的了
#全国已确诊新型肺炎病例319例#这几天一直在关注这个事情，刚爆出来的时候还以为没什么，现在看来有点太可怕了，我就在武汉，虽然离发病的地方有点远，昨天早上出去买菜的时候菜场人超级多，就看见不少人带起了口罩，我也去药店买了口罩，回来给我妈妈打视频，她说让我下午去买菜，下午人少，我爸妈不​展开c,花花花花花什么花,2020年01月22日06:59 来自红米Redmi,https://weibo.com/3277004125?refer_flag=1001030103_,4463427856710125,3277004125,姐姐出门戴口罩，最好少出门[抱抱][抱抱],2020-01-22 07:28:26,甜豆猫
【#四川防控新型冠状病毒肺炎##成都东站客运站免费发放5万个口罩#】1月22日，走进成都东站汽车客运站候车大厅，能让游客驻足的，除了检票口，还有大厅里的一个摊位——免费爱心口罩领取点。客运站方面介绍，今天一共准备了五万个医用口罩，免费发放给来往旅客、汽车司机和工作人员。此外，为了及时发现​展开c,迅即传媒,2020年01月23日06:59 来自微博视频号,https://weibo.com/1664208502?refer_flag=1001030103_,4463790265255188,1664208502,这样真的不错,2020-01-23 08:13:23,学规划的小学生
#武汉封城#那时候我上小学因为非典学校被隔离了50天多没放假我是那个很难得不想家的小盆友…都别说新型肺炎没有非典严重了实际情况很多没报道比你们想象的要严重的多还有不知道实际情况却因为这件事一整晚没睡的年轻人真的莫名太可爱太怕死了​,俏泊-旖旎,2020年01月23日06:59 来自iPhoneXSMax,https://weibo.com/3285352491?refer_flag=1001030103_,4463790231965255,3285352491,很神奇的是那时候在学校封闭期间就看到了关于非典的国外电影…影响深刻的是女医生一直洗手崩溃的哭…现在想想真不可思议电影怎么会出来的那么快…,2020年01月23日 07:02,俏泊-旖旎
#武汉封城#那时候我上小学因为非典学校被隔离了50天多没放假我是那个很难得不想家的小盆友…都别说新型肺炎没有非典严重了实际情况很多没报道比你们想象的要严重的多还有不知道实际情况却因为这件事一整晚没睡的年轻人真的莫名太可爱太怕死了​,俏泊-旖旎,2020年01月23日06:59 来自iPhoneXSMax,https://weibo.com/3285352491?refer_flag=1001030103_,4463790231965255,3285352491,你好我可以看看嘛,2020-01-23 20:55:11,你肯定没问题的
#武汉封城#那时候我上小学因为非典学校被隔离了50天多没放假我是那个很难得不想家的小盆友…都别说新型肺炎没有非典严重了实际情况很多没报道比你们想象的要严重的多还有不知道实际情况却因为这件事一整晚没睡的年轻人真的莫名太可爱太怕死了​,俏泊-旖旎,2020年01月23日06:59 来自iPhoneXSMax,https://weibo.com/3285352491?refer_flag=1001030103_,4463790231965255,3285352491,为了上热门啥事情都可以做出来，,2020-01-23 08:04:47,Lelize夏末
#武汉封城#那时候我上小学因为非典学校被隔离了50天多没放假我是那个很难得不想家的小盆友…都别说新型肺炎没有非典严重了实际情况很多没报道比你们想象的要严重的多还有不知道实际情况却因为这件事一整晚没睡的年轻人真的莫名太可爱太怕死了​,俏泊-旖旎,2020年01月23日06:59 来自iPhoneXSMax,https://weibo.com/3285352491?refer_flag=1001030103_,4463790231965255,3285352491,我也没睡好 昨晚很晚了吓得一直不敢睡 今早我爸一说又一例 吓得我立马醒了,2020-01-23 07:20:23,佳佳加加一
#武汉封城#那时候我上小学因为非典学校被隔离了50天多没放假我是那个很难得不想家的小盆友…都别说新型肺炎没有非典严重了实际情况很多没报道比你们想象的要严重的多还有不知道实际情况却因为这件事一整晚没睡的年轻人真的莫名太可爱太怕死了​,俏泊-旖旎,2020年01月23日06:59 来自iPhoneXSMax,https://weibo.com/3285352491?refer_flag=1001030103_,4463790231965255,3285352491,[允悲]我就是没睡好。昨晚一点多睡得，现在就醒了,2020-01-23 07:04:07,大佬是守望的天空
#武汉封城#那时候我上小学因为非典学校被隔离了50天多没放假我是那个很难得不想家的小盆友…都别说新型肺炎没有非典严重了实际情况很多没报道比你们想象的要严重的多还有不知道实际情况却因为这件事一整晚没睡的年轻人真的莫名太可爱太怕死了​,俏泊-旖旎,2020年01月23日06:59 来自iPhoneXSMax,https://weibo.com/3285352491?refer_flag=1001030103_,4463790231965255,3285352491,很神奇的是那时候在学校封闭期间就看到了关于非典的国外电影…影响深刻的是女医生一直洗手 崩溃的哭…现在想想真不可思议 电影怎么会出来的那么快…,2020-01-23 07:02:27,俏泊-旖旎
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,加油兄弟。,2020-01-25 02:49:25,不是对你没感觉_
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,加油！！！[给你小心心],2020-01-25 01:30:03,参与商s_s
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,现在呆在家里 安全的 患病的也都可治的 别怕 别乱跑,2020-01-24 10:21:27,西西弗斯及石头
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,加油💪,2020-01-24 09:41:57,我怎么停不下我这学习的手呢
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,[抱抱]会过去的,2020-01-24 09:16:43,患有中二病的大魔王OvO
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,我知道你现在肯定特别想逃离这个城市，但是据我看到的都是逃离出来的大部分被确诊患病，我不知道是因为他们知道自己患病才逃离想要去别的城市获取关注，还是说这个病毒不同环境易发生变异使其感染之类的！但是事情总会过去的，早上醒来就陆陆续续有看到说基本痊愈的，我真的很开心，也希望你能加油坚持,2020-01-24 09:15:34,土豆泥和web
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,你要加油，一定要相信自己,2020-01-24 09:03:25,丶三生呀
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,加油，我们一起加油,2020-01-24 08:51:37,羽毛的羽伽翊
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,再去看一次流感 感触良多 在家刷剧 吃泡面吧,2020-01-24 08:37:07,奈良_鼬
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,不要绝望 全国人民都在支持你们！！ 医生们昨天已经出发了 国家已经拨款拨物资了。加油！一定会平安,2020-01-24 08:29:50,掠掠小月亮
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,一切都会好起来的，大家都在尽自己最大的努力做这一切，由于工作量太大，所以有点延迟，加油💪。,2020-01-24 08:07:16,微酸的小橘子
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,各地医疗器械、 医生都出发了 ，坚持 ，会好起来的[加油],2020-01-24 08:03:33,祯宝珠
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,我也是在知道会人传人的时候退了回家的票自愿的，为了不给家人和周围人带去麻烦，不后悔。保持良好心态，别理会那些喷子，总会过去的。,2020-01-24 08:01:24,余生一生独行w
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,朋友，至少，你对得起自己良心！你是中国人,2020-01-24 07:49:58,你看啥看啊你
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,相信武汉缺的物质很快就会运到武汉的，加油，爱你们武汉，缺什么发微博，也许我们还能帮上一点小忙，只是这个时候好多快递都停了，但是可以可以给你发顺丰，要有信心，加油，爱你们！,2020-01-24 07:49:34,陌紫仟仟
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,感谢你为抗击新型肺炎做的努力，真的感谢你，加油什么的话太苍白了，但是你个人的努力真的很伟大,2020-01-24 07:43:03,很ok的MissE
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,没啥可怕的，手边备点药，嗓子不舒服吃同仁堂生产的黄连上清丸，大蜜丸。可加广西产的栀麦清火片。如有感冒症状加吃三九感冒灵颗粒，蓝盒子的。,2020-01-24 07:38:33,太行山中客
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,加油，上海和四川的专家已经过去了，国家也拨款了，大伙们都在关心着武汉，一切都会好的。,2020-01-24 07:34:17,大人国里的小朋友
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,一起会好起来的，不要绝望！加油！,2020-01-24 07:32:04,呆呆de呆呆兽
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,我也有这种想法,2020-01-24 07:31:24,Heroine_大雯
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,加油！,2020-01-24 07:28:52,很猫
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,加油哦～ 相信且一定会过去的～,2020-01-24 07:28:14,小花和她的盆友们_
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,真的真的，困在屋里的我们，比大家更害怕和无助，大家对现在在围城里的武汉同胞多一点点爱和关心吧。[爱你][爱你][爱你][泪][泪][泪],2020-01-24 07:26:47,ttcloudy
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,加油别灰心！你看太阳马上就出来了！除夕快乐！加油加油加油！！！！,2020-01-24 07:26:22,_1971xx_
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,加油!!这里是来自北京的问候!!,2020-01-24 07:20:55,林老师说了
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,加油别灰心，加油！加油！加油！加油！加油！加油！加油！加油！加油,2020-01-24 07:19:57,suitheart哒哒
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,加油，很多付出和收到不一定一次性成正比，说不定你的回报是老天分期还你的呢？说不定还有利息给你啊[心],2020-01-24 07:19:52,旎姨
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,加油！！网易的免费口罩 仅限湖北地区购买 👇 http://t.cn/A6P7BZP4你试下这个口罩链接。,2020-01-24 07:19:31,春如许_
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,加油！,2020-01-24 07:18:00,圆小多
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,加油 心情很重要 一切很快过去的 会好起来的[心],2020-01-24 07:15:49,aiwenxin珊児
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,加油！,2020-01-24 07:14:11,海明威老窝
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,加油💪🏿,2020-01-24 07:13:55,EDDY小落
#全国确诊新型肺炎病例#我明明自愿留在了武汉，顶着患病风险，默默承受。全城超市都被抢购，我买的口罩都是价格翻倍，网购的几倍价格的n95也是迟迟不发货，昨天取消的机票也收了我的手续费，身边越来越多人患病，医院床位不够，病了都不一定能够获得有效治疗。却还要受到各方面的谩骂声？一度怀疑自己​展开c,一生悬命kabuto,2020年01月24日06:59 来自小米MIX3滑盖全面屏,https://weibo.com/5312539384?refer_flag=1001030103_,4464152573566618,5312539384,目前来说没有感染必死的状态，放平你的心态，其他人爱说什么说什么，该吃吃该喝喝该玩玩！有什么啊，做好必要防护，身体也不差，没事骂骂那几个吃野味了，一看进入安全期了！,2020-01-24 07:12:35,疯狂的荷兰鼠
